state,county,"2020","2021","2022","2023"
 Michigan,Dickinson County,"25,904","25,819","25,943","25,982"
 Michigan,Eaton County,"109,175","108,908","108,854","108,820"
 Michigan,Emmet County,"34,113","34,297","34,215","34,123"
 Michigan,Genesee County,"405,777","404,627","401,923","401,522"
 Michigan,Gladwin County,"25,378","25,475","25,621","25,853"
 Michigan,Gogebic County,"14,346","14,367","14,377","14,224"
 Michigan,Grand Traverse County,"95,425","95,969","96,298","96,421"
 Michigan,Gratiot County,"41,683","41,286","41,104","41,368"
 Michigan,Hillsdale County,"45,731","45,625","45,735","45,587"
 Michigan,Houghton County,"37,237","37,507","37,160","37,599"
 Michigan,Huron County,"31,364","31,307","31,145","30,927"
 Michigan,Ingham County,"284,675","271,224","283,477","284,637"
 Michigan,Ionia County,"66,870","66,823","66,836","66,262"
 Michigan,Iosco County,"25,184","25,350","25,473","25,373"
 Michigan,Iron County,"11,634","11,610","11,705","11,740"
 Michigan,Isabella County,"64,518","64,248","64,366","64,118"
 Michigan,Jackson County,"160,231","160,162","159,758","159,424"
 Michigan,Kalamazoo County,"261,796","260,523","260,892","262,215"
 Michigan,Kalkaska County,"17,931","17,994","18,244","18,490"
 Michigan,Kent County,"658,492","658,852","658,920","661,354"
 Michigan,Keweenaw County,"2,060","2,108","2,155","2,172"
 Michigan,Lake County,"12,094","12,274","12,651","12,734"
 Michigan,Lapeer County,"88,583","88,662","88,632","88,977"
 Michigan,Leelanau County,"22,308","22,627","22,883","23,019"
 Michigan,Lenawee County,"99,325","99,100","98,280","97,520"
 Michigan,Livingston County,"193,968","195,333","196,134","196,757"
 Michigan,Luce County,"6,412","5,977","6,274","6,435"
 Michigan,Mackinac County,"10,816","10,907","10,962","10,851"
 Michigan,Macomb County,"880,238","877,646","874,235","875,101"
 Michigan,Manistee County,"25,066","25,328","25,365","25,562"
 Michigan,Marquette County,"66,012","65,739","66,548","66,999"
 Michigan,Mason County,"29,033","29,339","29,318","29,159"
 Michigan,Mecosta County,"39,790","40,048","40,782","41,099"
 Michigan,Menominee County,"23,451","23,317","23,225","22,945"
 Michigan,Midland County,"83,478","83,479","83,762","84,039"
 Michigan,Missaukee County,"15,065","15,173","15,232","15,311"
 Michigan,Monroe County,"154,896","155,534","155,235","155,045"
 Michigan,Montcalm County,"66,635","67,320","67,209","68,154"
 Michigan,Montmorency County,"9,170","9,302","9,557","9,678"
 Michigan,Muskegon County,"174,784","175,550","175,539","176,564"
 Michigan,Newaygo County,"50,111","50,413","50,728","51,108"
 Michigan,Oakland County,"1,272,493","1,272,630","1,271,025","1,270,426"
 Michigan,Oceana County,"26,712","26,860","26,920","26,981"
 Michigan,Ogemaw County,"20,780","20,774","20,919","20,990"
 Michigan,Ontonagon County,"5,804","5,870","5,921","5,906"
 Michigan,Osceola County,"22,909","23,196","23,279","23,330"
 Michigan,Oscoda County,"8,235","8,320","8,391","8,545"
 Michigan,Otsego County,"25,133","25,324","25,561","25,747"
 Michigan,Ottawa County,"296,907","298,393","300,918","303,372"
 Michigan,Presque Isle County,"13,005","13,172","13,343","13,285"
 Michigan,Roscommon County,"23,472","23,653","23,682","23,863"
 Michigan,Saginaw County,"189,882","189,516","188,373","187,782"
 Michigan,St. Clair County,"160,380","160,205","159,668","159,874"
 Michigan,St. Joseph County,"60,941","60,844","60,778","60,878"
 Michigan,Sanilac County,"40,499","40,528","40,482","40,368"
 Michigan,Schoolcraft County,"8,057","8,048","8,174","8,149"
 Michigan,Shiawassee County,"68,010","67,991","67,967","68,025"
 Michigan,Tuscola County,"53,312","53,034","52,908","52,826"
 Michigan,Van Buren County,"75,574","75,678","75,669","75,798"
 Michigan,Washtenaw County,"371,834","365,013","366,504","365,536"
 Michigan,Wayne County,"1,789,586","1,774,807","1,758,942","1,751,169"
 Michigan,Wexford County,"33,693","33,898","34,018","34,122"
 Minnesota,Aitkin County,"15,722","15,957","16,142","16,102"
 Minnesota,Anoka County,"364,499","367,802","369,108","372,441"
 Minnesota,Becker County,"35,193","35,336","35,363","35,283"
 Minnesota,Beltrami County,"46,255","46,481","46,511","46,718"
 Minnesota,Benton County,"41,355","41,533","41,509","41,600"
 Minnesota,Big Stone County,"5,158","5,167","5,149","5,105"
 Minnesota,Blue Earth County,"69,204","69,380","69,603","70,006"
 Minnesota,Brown County,"25,914","25,899","25,762","25,628"
 Minnesota,Carlton County,"36,185","36,440","36,544","36,825"
 Minnesota,Carver County,"107,297","108,859","110,120","111,057"
 Minnesota,Cass County,"30,168","30,682","31,308","31,446"
 Minnesota,Chippewa County,"12,608","12,372","12,269","12,172"
 Minnesota,Chisago County,"56,716","57,549","57,898","58,535"
 Minnesota,Clay County,"65,344","65,651","65,860","66,258"
 Minnesota,Clearwater County,"8,578","8,582","8,638","8,644"
 Minnesota,Cook County,"5,597","5,629","5,721","5,639"
 Minnesota,Cottonwood County,"11,516","11,594","11,382","11,319"
 Minnesota,Crow Wing County,"66,277","67,342","67,884","68,304"
 Minnesota,Dakota County,"440,423","442,730","443,272","447,440"
 Minnesota,Dodge County,"20,889","20,952","20,992","21,088"
 Minnesota,Douglas County,"39,087","39,298","39,684","39,953"
 Minnesota,Faribault County,"13,898","13,906","13,930","13,873"
 Minnesota,Fillmore County,"21,243","21,331","21,454","21,522"
 Minnesota,Freeborn County,"30,896","30,803","30,683","30,515"
 Minnesota,Goodhue County,"47,578","48,042","48,041","48,035"
 Minnesota,Grant County,"6,093","6,149","6,121","6,139"
 Minnesota,Hennepin County,"1,281,649","1,270,055","1,257,066","1,258,713"
 Minnesota,Houston County,"18,849","18,819","18,727","18,582"
 Minnesota,Hubbard County,"21,397","21,749","21,963","22,132"
 Minnesota,Isanti County,"41,396","41,962","42,711","43,182"
 Minnesota,Itasca County,"45,034","45,099","45,194","45,365"
 Minnesota,Jackson County,"9,995","10,005","9,898","9,919"
 Minnesota,Kanabec County,"16,053","16,170","16,449","16,602"
 Minnesota,Kandiyohi County,"43,722","43,809","43,771","43,813"
 Minnesota,Kittson County,"4,208","4,178","4,086","4,060"
 Minnesota,Koochiching County,"12,031","11,943","11,848","11,751"
 Minnesota,Lac qui Parle County,"6,699","6,700","6,656","6,630"
 Minnesota,Lake County,"10,912","11,004","10,912","10,855"
 Minnesota,Lake of the Woods County,"3,765","3,826","3,886","3,778"
 Minnesota,Le Sueur County,"28,637","28,900","29,124","29,255"
 Minnesota,Lincoln County,"5,625","5,576","5,576","5,521"
 Minnesota,Lyon County,"25,423","25,492","25,433","25,427"
 Minnesota,McLeod County,"36,755","36,815","36,734","36,785"
 Minnesota,Mahnomen County,"5,380","5,403","5,339","5,280"
 Minnesota,Marshall County,"9,027","8,997","8,889","8,810"
 Minnesota,Martin County,"19,987","19,923","19,656","19,657"
 Minnesota,Meeker County,"23,437","23,403","23,526","23,490"
 Minnesota,Mille Lacs County,"26,468","26,913","27,295","27,427"
 Minnesota,Morrison County,"34,014","34,079","34,237","34,250"
 Minnesota,Mower County,"40,059","40,219","40,050","40,058"
 Minnesota,Murray County,"8,166","8,133","8,040","8,049"
 Minnesota,Nicollet County,"34,494","34,348","34,343","34,242"
 Minnesota,Nobles County,"22,205","22,070","21,958","21,727"
 Minnesota,Norman County,"6,436","6,441","6,371","6,329"
 Minnesota,Olmsted County,"163,037","163,742","164,036","164,784"
 Minnesota,Otter Tail County,"60,099","60,231","60,544","60,626"
 Minnesota,Pennington County,"13,943","13,781","13,816","13,714"
 Minnesota,Pine County,"28,899","29,414","29,533","30,197"
 Minnesota,Pipestone County,"9,417","9,354","9,327","9,245"
 Minnesota,Polk County,"31,076","30,819","30,725","30,412"
 Minnesota,Pope County,"11,325","11,410","11,420","11,400"
 Minnesota,Ramsey County,"551,716","544,025","537,303","536,075"
 Minnesota,Red Lake County,"3,938","3,945","3,881","3,911"
 Minnesota,Redwood County,"15,418","15,388","15,358","15,288"
 Minnesota,Renville County,"14,694","14,605","14,473","14,348"
 Minnesota,Rice County,"67,102","67,341","67,523","67,948"
 Minnesota,Rock County,"9,676","9,685","9,554","9,551"
 Minnesota,Roseau County,"15,303","15,274","15,334","15,252"
 Minnesota,St. Louis County,"200,083","199,521","199,558","200,514"
 Minnesota,Scott County,"151,347","153,611","154,423","155,814"
 Minnesota,Sherburne County,"97,593","99,211","100,540","102,206"
 Minnesota,Sibley County,"14,793","14,923","14,928","15,084"
 Minnesota,Stearns County,"158,480","159,204","160,242","160,977"
 Minnesota,Steele County,"37,384","37,427","37,429","37,421"
 Minnesota,Stevens County,"9,666","9,689","9,615","9,728"
 Minnesota,Swift County,"9,800","9,782","9,771","9,719"
 Minnesota,Todd County,"25,294","25,288","25,533","25,667"
 Minnesota,Traverse County,"3,354","3,272","3,242","3,136"
 Minnesota,Wabasha County,"21,407","21,515","21,652","21,683"
 Minnesota,Wadena County,"14,117","14,141","14,236","14,241"
 Minnesota,Waseca County,"18,963","19,002","18,914","18,981"
 Minnesota,Washington County,"268,389","272,865","276,169","278,936"
 Minnesota,Watonwan County,"11,245","11,164","11,106","11,077"
 Minnesota,Wilkin County,"6,479","6,411","6,358","6,306"
 Minnesota,Winona County,"49,647","49,788","49,469","49,721"
 Minnesota,Wright County,"141,883","145,204","148,118","151,150"
 Minnesota,Yellow Medicine County,"9,495","9,439","9,484","9,467"
 Mississippi,Adams County,"29,423","28,846","28,517","28,746"
 Mississippi,Alcorn County,"34,733","34,398","34,147","34,135"
 Mississippi,Amite County,"12,700","12,622","12,559","12,442"
 Mississippi,Attala County,"17,818","17,715","17,530","17,359"
 Mississippi,Benton County,"7,664","7,638","7,556","7,438"
 Mississippi,Bolivar County,"30,835","30,201","29,461","28,968"
 Mississippi,Calhoun County,"13,219","12,961","12,846","12,685"
 Mississippi,Carroll County,"9,934","9,822","9,736","9,535"
 Mississippi,Chickasaw County,"17,086","17,007","16,863","16,866"
 Mississippi,Choctaw County,"8,211","8,137","8,095","8,088"
 Mississippi,Claiborne County,"9,097","8,886","8,775","8,617"
 Mississippi,Clarke County,"15,545","15,415","15,203","15,228"
 Mississippi,Clay County,"18,622","18,481","18,311","18,206"
 Mississippi,Coahoma County,"21,224","20,721","20,235","20,077"
 Mississippi,Copiah County,"28,270","27,922","27,712","27,664"
 Mississippi,Covington County,"18,295","18,273","18,142","18,059"
 Mississippi,DeSoto County,"186,122","189,004","191,144","193,247"
 Mississippi,Forrest County,"78,189","77,869","77,976","78,208"
 Mississippi,Franklin County,"7,665","7,687","7,611","7,610"
 Mississippi,George County,"24,364","24,788","25,199","25,619"
 Mississippi,Greene County,"13,538","13,648","13,566","13,601"
 Mississippi,Grenada County,"21,577","21,330","21,134","21,065"
 Mississippi,Hancock County,"46,123","46,005","46,007","46,159"
 Mississippi,Harrison County,"208,809","209,485","210,443","210,612"
 Mississippi,Hinds County,"226,765","222,464","217,555","214,870"
 Mississippi,Holmes County,"16,882","16,508","16,111","15,777"
 Mississippi,Humphreys County,"7,740","7,566","7,354","7,216"
 Mississippi,Issaquena County,"1,328","1,294","1,262","1,256"
 Mississippi,Itawamba County,"23,865","23,885","23,971","24,093"
 Mississippi,Jackson County,"143,373","144,459","144,963","146,389"
 Mississippi,Jasper County,"16,350","16,232","16,077","16,013"
 Mississippi,Jefferson County,"7,245","7,136","7,067","6,941"
 Mississippi,Jefferson Davis County,"11,269","11,163","11,079","10,969"
 Mississippi,Jones County,"67,163","66,813","66,440","66,250"
 Mississippi,Kemper County,"8,960","8,801","8,670","8,584"
 Mississippi,Lafayette County,"55,913","56,902","57,730","58,467"
 Mississippi,Lamar County,"64,389","65,409","65,746","66,217"
 Mississippi,Lauderdale County,"72,675","71,937","71,142","70,527"
 Mississippi,Lawrence County,"11,979","11,781","11,761","11,741"
 Mississippi,Leake County,"21,246","21,260","21,203","21,258"
 Mississippi,Lee County,"83,323","83,008","82,824","82,799"
 Mississippi,Leflore County,"28,188","27,425","26,664","26,378"
 Mississippi,Lincoln County,"34,828","34,939","34,764","34,702"
 Mississippi,Lowndes County,"58,777","58,160","57,671","57,283"
 Mississippi,Madison County,"109,266","109,991","111,271","112,511"
 Mississippi,Marion County,"24,375","24,304","24,166","24,224"
 Mississippi,Marshall County,"33,781","33,755","33,905","34,123"
 Mississippi,Monroe County,"34,139","33,922","33,568","33,609"
 Mississippi,Montgomery County,"9,794","9,699","9,563","9,600"
 Mississippi,Neshoba County,"28,991","28,908","28,804","28,789"
 Mississippi,Newton County,"21,256","21,120","21,023","21,019"
 Mississippi,Noxubee County,"10,229","10,116","10,000","9,914"
 Mississippi,Oktibbeha County,"51,709","51,812","51,384","51,203"
 Mississippi,Panola County,"33,169","32,908","32,592","32,669"
 Mississippi,Pearl River County,"56,211","56,480","57,183","57,978"
 Mississippi,Perry County,"11,454","11,500","11,398","11,315"
 Mississippi,Pike County,"40,192","40,010","39,687","39,394"
 Mississippi,Pontotoc County,"31,192","31,325","31,367","31,535"
 Mississippi,Prentiss County,"24,971","24,962","24,891","25,135"
 Mississippi,Quitman County,"6,159","5,900","5,674","5,546"
 Mississippi,Rankin County,"157,162","158,123","158,978","160,417"
 Mississippi,Scott County,"27,974","27,603","27,560","27,507"
 Mississippi,Sharkey County,"3,772","3,626","3,462","3,336"
 Mississippi,Simpson County,"25,901","25,702","25,623","25,715"
 Mississippi,Smith County,"14,193","14,191","14,082","14,099"
 Mississippi,Stone County,"18,335","18,578","18,641","18,756"
 Mississippi,Sunflower County,"25,856","25,329","24,837","24,468"
 Mississippi,Tallahatchie County,"12,648","12,305","12,067","11,837"
 Mississippi,Tate County,"28,121","28,103","28,259","28,261"
 Mississippi,Tippah County,"21,742","21,625","21,438","21,287"
 Mississippi,Tishomingo County,"18,846","18,734","18,621","18,507"
 Mississippi,Tunica County,"9,733","9,642","9,407","9,234"
 Mississippi,Union County,"27,822","28,033","28,132","28,284"
 Mississippi,Walthall County,"13,871","13,830","13,824","13,863"
 Mississippi,Warren County,"44,544","43,430","42,635","42,298"
 Mississippi,Washington County,"44,640","43,626","42,524","41,946"
 Mississippi,Wayne County,"19,808","19,669","19,583","19,703"
 Mississippi,Webster County,"9,902","9,970","9,944","9,988"
 Mississippi,Wilkinson County,"8,526","8,305","8,203","8,058"
 Mississippi,Winston County,"17,690","17,580","17,504","17,416"
 Mississippi,Yalobusha County,"12,438","12,439","12,413","12,386"
 Mississippi,Yazoo County,"26,676","26,424","25,893","25,796"
 Missouri,Adair County,"25,268","25,188","25,151","25,122"
 Missouri,Andrew County,"18,103","18,015","18,016","18,127"
 Missouri,Atchison County,"5,306","5,210","5,161","5,107"
 Missouri,Audrain County,"24,786","24,861","24,482","24,394"
 Missouri,Barry County,"34,544","34,762","34,944","35,265"
 Missouri,Barton County,"11,623","11,665","11,695","11,731"
 Missouri,Bates County,"16,053","16,095","16,170","16,242"
 Missouri,Benton County,"19,422","19,934","20,233","20,552"
 Missouri,Bollinger County,"10,562","10,586","10,531","10,544"
 Missouri,Boone County,"184,047","186,115","187,721","189,463"
 Missouri,Buchanan County,"84,467","83,623","82,891","82,956"
 Missouri,Butler County,"42,070","42,170","42,166","41,948"
 Missouri,Caldwell County,"8,822","8,904","8,939","8,955"
 Missouri,Callaway County,"44,340","44,640","44,723","44,731"
 Missouri,Camden County,"42,806","43,507","43,760","44,044"
 Missouri,Cape Girardeau County,"81,821","82,132","82,931","82,984"
 Missouri,Carroll County,"8,466","8,398","8,420","8,391"
 Missouri,Carter County,"5,202","5,321","5,254","5,303"
 Missouri,Cass County,"108,161","109,780","110,357","111,732"
 Missouri,Cedar County,"14,212","14,515","14,601","14,672"
 Missouri,Chariton County,"7,386","7,361","7,395","7,399"
 Missouri,Christian County,"89,285","91,616","93,122","94,422"
 Missouri,Clark County,"6,660","6,735","6,715","6,641"
 Missouri,Clay County,"254,137","255,871","256,930","259,772"
 Missouri,Clinton County,"21,209","21,213","21,303","21,548"
 Missouri,Cole County,"76,621","76,603","76,956","77,278"
 Missouri,Cooper County,"16,646","16,676","16,763","16,947"
 Missouri,Crawford County,"23,035","22,820","22,659","22,719"
 Missouri,Dade County,"7,584","7,596","7,665","7,716"
 Missouri,Dallas County,"17,128","17,336","17,587","17,768"
 Missouri,Daviess County,"8,430","8,400","8,457","8,551"
 Missouri,DeKalb County,"11,599","11,690","11,310","9,899"
 Missouri,Dent County,"14,387","14,454","14,488","14,647"
 Missouri,Douglas County,"11,606","11,749","11,981","12,228"
 Missouri,Dunklin County,"28,217","27,743","27,411","27,032"
 Missouri,Franklin County,"104,864","105,307","105,793","106,404"
 Missouri,Gasconade County,"14,763","14,780","14,772","14,705"
 Missouri,Gentry County,"6,132","6,184","6,274","6,287"
 Missouri,Greene County,"299,328","301,098","303,197","304,611"
 Missouri,Grundy County,"9,754","9,757","9,844","9,815"
 Missouri,Harrison County,"8,163","8,184","8,217","8,220"
 Missouri,Henry County,"21,976","22,208","22,421","22,485"
 Missouri,Hickory County,"8,299","8,572","8,575","8,718"
 Missouri,Holt County,"4,189","4,232","4,254","4,248"
 Missouri,Howard County,"10,157","10,145","10,179","10,101"
 Missouri,Howell County,"39,799","40,016","40,623","40,735"
 Missouri,Iron County,"9,511","9,429","9,413","9,440"
 Missouri,Jackson County,"717,615","717,875","716,218","718,560"
 Missouri,Jasper County,"122,907","123,324","124,016","125,056"
